latitude,longitude,distance_to_fault_km,liquefaction_tier,year_built,number_of_stories,material,building_use,soil_classification,previous_retrofit,structural_system,foundation_type,label,assessed_damage
14.790686981033538,121.10576205785712,3.758989505793267,,,1,concrete,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.801503662328699,121.12981669976499,1.2602266935647661,,1976.0,1,concrete,residential,D,False,braced_frame,deep,RESTRICTED,RESTRICTED
14.806296763273362,121.09496843034303,5.036796049985747,,1963.0,8,wood,commercial,B,True,wood_frame,deep,RESTRICTED,RESTRICTED
14.85427981630616,121.05307852359651,10.561897795087804,,,2,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.837725625871936,121.0619879834581,9.29535194378675,,1977.0,2,wood,residential,D,False,wood_frame,unknown,UNSAFE,UNSAFE
14.807374959947012,121.05593810175587,9.213222356488934,,,4,mixed,residential,C,False,shear_wall,unknown,RESTRICTED,RESTRICTED
14.82373428146218,121.03475505887252,11.783905772998207,,,2,concrete,residential,B,False,moment_frame,unknown,SAFE,SAFE
14.805848802712338,121.09561804440717,4.959141602655391,,1997.0,4,concrete,residential,B,False,unknown,shallow,SAFE,SAFE
14.81609457302903,121.13811748442679,0.8928171079257294,,1983.0,4,mixed,residential,E,False,braced_frame,deep,UNSAFE,UNSAFE
14.803203691309825,121.03442918035184,11.485033768928288,,1967.0,3,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.787190367870442,121.02550666117294,12.210423943882835,,2018.0,3,concrete,residential,E,False,shear_wall,shallow,SAFE,SAFE
14.811818130424925,121.01893457416415,13.22715095869459,,2001.0,2,concrete,residential,D,False,unknown,shallow,SAFE,SAFE
14.801039238934841,121.100839747133,4.333603612846441,,1975.0,1,wood,residential,D,False,wood_frame,deep,UNSAFE,UNSAFE
14.861399763868969,121.0724048317498,8.746059846320357,,1976.0,1,wood,residential,D,False,wood_frame,deep,UNSAFE,UNSAFE
14.820400745362905,121.11643057866343,3.2710854939370213,,1983.0,2,concrete,residential,C,False,braced_frame,shallow,SAFE,SAFE
14.855302872976232,121.05436854314706,10.457363972536317,,2020.0,3,mixed,residential,E,False,shear_wall,unknown,RESTRICTED,RESTRICTED
14.799280145467637,121.04780364320355,10.021130746131272,,2002.0,3,mixed,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.819291903914198,121.13728977164149,1.0399883950827253,,1952.0,6,mixed,mixed,B,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.825289839647322,121.11514993996576,3.4754102181404276,,2014.0,3,mixed,residential,E,False,unknown,shallow,UNSAFE,UNSAFE
14.796736091890073,121.10334905632016,4.038112473029393,,1957.0,3,concrete,residential,B,False,moment_frame,shallow,SAFE,SAFE
14.79900080476411,121.04863679961969,9.92952095187406,,,1,mixed,commercial,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.8530799695443,121.03722736921533,12.191360017873015,,2002.0,4,mixed,residential,E,False,unknown,deep,RESTRICTED,RESTRICTED
14.822422778290944,121.05419673988698,9.723862619387429,,2007.0,1,concrete,mixed,C,False,shear_wall,shallow,SAFE,SAFE
14.814069940124538,121.07479537932214,7.342644199689403,,1953.0,1,wood,residential,D,False,unknown,deep,UNSAFE,UNSAFE
14.78554397950273,121.12116091926433,2.0930341921740956,,1952.0,1,wood,residential,A,False,wood_frame,unknown,UNSAFE,UNSAFE
14.7773819395004,121.09123087538907,5.174515970378807,,1952.0,6,mixed,mixed,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.809827980570784,121.08466665111065,6.201126624310839,,1955.0,1,concrete,institutional,F,False,shear_wall,shallow,UNSAFE,UNSAFE
14.817973372219779,121.07701691703801,7.229355716953531,,1978.0,3,wood,residential,F,False,unknown,unknown,UNSAFE,UNSAFE
14.805078051997828,121.03140635005433,11.82194273221586,,1956.0,3,wood,residential,E,False,unknown,deep,UNSAFE,UNSAFE
14.796999546019522,121.04407577310302,10.407680216316022,,1972.0,4,concrete,residential,D,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.808224402311373,121.0689186894774,7.839103482170814,,1976.0,5,mixed,commercial,D,False,shear_wall,shallow,UNSAFE,UNSAFE
14.815367935089913,121.08406057148478,6.419562806267919,,2007.0,4,mixed,commercial,C,False,wood_frame,unknown,UNSAFE,UNSAFE
14.809666722434073,121.06081521053761,8.72547373163813,,1984.0,4,mixed,mixed,C,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.799000617954322,121.05115640388682,9.65887614041944,,2014.0,4,concrete,residential,D,False,moment_frame,shallow,SAFE,SAFE
14.814423341103746,121.04878428505913,10.08958760195791,,1987.0,1,concrete,industrial,C,False,moment_frame,mat,SAFE,SAFE
14.78976523287358,121.10730829676399,3.599556848917017,,2012.0,1,concrete,residential,D,False,braced_frame,unknown,RESTRICTED,RESTRICTED
14.858574915946816,121.06050207122492,9.931966677528113,,1982.0,1,mixed,residential,E,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.812552128160043,121.02303739231637,12.79841292332328,,1971.0,2,mixed,residential,F,False,shear_wall,deep,UNSAFE,UNSAFE
14.782140858632046,121.11106579012882,3.14896111946831,,1955.0,3,concrete,commercial,E,False,braced_frame,mat,UNSAFE,UNSAFE
14.828171512253789,121.03127743861852,12.271198680147434,,1963.0,5,concrete,industrial,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.823179607075462,121.04867223027172,10.319026386807117,,2006.0,4,concrete,industrial,E,False,unknown,deep,RESTRICTED,RESTRICTED
14.783345240656121,121.09879219861224,4.475372169661647,,2026.0,6,concrete,mixed,C,False,unknown,mat,SAFE,SAFE
14.857438991401512,121.05034845948181,10.938104963238281,,,3,concrete,institutional,E,False,braced_frame,unknown,UNSAFE,UNSAFE
14.826532460291565,121.07692923075365,7.575907356884349,,1972.0,3,wood,residential,F,False,wood_frame,shallow,UNSAFE,UNSAFE
14.798599663786218,121.1245559134572,1.7685303263974843,,1965.0,3,wood,residential,D,False,wood_frame,unknown,UNSAFE,UNSAFE
14.82626878485585,121.12270425533697,2.677311374077969,,1978.0,4,concrete,commercial,D,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.807971212620048,121.04531524906912,10.357266966467058,,2001.0,3,mixed,industrial,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.801351489356424,121.02054991458347,12.96429866259568,,1996.0,5,wood,mixed,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.83678991999735,121.1128748879443,3.8520254276408683,,,3,mixed,residential,B,False,moment_frame,mat,SAFE,SAFE
14.798477559639226,121.11465368466992,2.8336366023585358,,1983.0,2,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.82559224692039,121.13476102242075,1.3795678412569898,,2018.0,4,mixed,residential,C,False,moment_frame,unknown,RESTRICTED,RESTRICTED
14.784344896009653,121.10861441462013,3.4283495401989064,,1969.0,4,concrete,commercial,D,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.824691448847865,121.14844550467427,0.09261369643527426,,1952.0,2,mixed,residential,C,False,unknown,deep,UNSAFE,UNSAFE
14.81994443030537,121.13348118238748,1.45628551868117,,1950.0,2,wood,residential,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.794168845272997,121.09914709894396,4.47061229626322,,1976.0,2,concrete,mixed,B,False,moment_frame,shallow,SAFE,SAFE
14.832431792555866,121.05572475025302,9.91949386989507,,1995.0,2,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.790061947297906,121.09568455600528,4.846134325332821,,,1,concrete,commercial,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.821643811223707,121.09768366551735,5.287514253375635,,2008.0,1,wood,industrial,E,False,unknown,mat,UNSAFE,UNSAFE
14.83380378021562,121.06918964666202,8.491280930081015,,1986.0,5,concrete,mixed,D,False,braced_frame,mat,RESTRICTED,RESTRICTED
14.822956727572874,121.1129527358263,3.6900743926143993,,1969.0,5,mixed,mixed,F,False,unknown,deep,UNSAFE,UNSAFE
14.817825905126139,121.07225753323077,7.714750335994457,,2025.0,3,wood,residential,D,False,unknown,shallow,RESTRICTED,RESTRICTED
14.80737686893291,121.08566219917503,6.044079092485992,,,5,concrete,industrial,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.834289947464262,121.06903572579711,8.510643996596084,,2008.0,3,wood,residential,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.786951534800343,121.04028122277008,10.714039487408705,,1961.0,4,concrete,mixed,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.81343720382211,121.04475649324866,10.49817248191294,,1967.0,4,wood,residential,F,False,braced_frame,deep,UNSAFE,UNSAFE
14.81806467843268,121.06691735948885,8.275044938836523,,1988.0,5,concrete,institutional,F,False,unknown,shallow,UNSAFE,UNSAFE
14.82325034115407,121.12054620956022,2.8817322130966807,,1977.0,6,mixed,mixed,B,False,unknown,shallow,UNSAFE,UNSAFE
14.787427366811084,121.02984785039126,11.780329279478005,,1950.0,3,concrete,residential,E,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.798671534928506,121.06898562286212,7.74197184495389,,1960.0,1,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.82433379771562,121.09741426426358,5.362889249059239,,1997.0,1,mixed,commercial,B,False,braced_frame,deep,SAFE,SAFE
14.826370788027267,121.07091220144314,8.16434366089642,,2026.0,4,concrete,residential,E,False,unknown,mat,RESTRICTED,RESTRICTED
14.804362801249116,121.04271106272338,10.602263613731065,,,2,wood,residential,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.780244996136132,121.0689161940245,7.5860092648216755,,1986.0,5,concrete,commercial,C,False,moment_frame,shallow,SAFE,SAFE
14.834484036210862,121.03821387977328,11.773109331105626,,2011.0,4,concrete,residential,E,False,moment_frame,deep,SAFE,SAFE
14.8609772927901,121.06166279276286,9.902376578547544,,2006.0,2,concrete,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.78720105625817,121.05351512876994,9.357297197055258,,1996.0,2,mixed,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.818553979747449,121.04125371713413,10.973475931770297,,2002.0,4,mixed,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.792821589689568,121.0787826663832,6.659142703534534,,1978.0,1,concrete,residential,F,True,shear_wall,shallow,RESTRICTED,RESTRICTED
14.81458288099245,121.02258646512558,12.876589776441229,,1951.0,2,mixed,mixed,E,False,unknown,shallow,UNSAFE,UNSAFE
14.778244145016185,121.08237953260702,6.132045554264132,,2025.0,3,mixed,residential,B,False,shear_wall,deep,SAFE,SAFE
14.79628437130965,121.05010585372135,9.755774757538386,,2021.0,4,concrete,residential,B,False,moment_frame,shallow,SAFE,SAFE
14.821580837086398,121.05701417349951,9.406627560406026,,2004.0,6,concrete,institutional,E,False,unknown,mat,UNSAFE,UNSAFE
14.820548508026459,121.0984784633526,5.177862583657033,,1989.0,2,mixed,institutional,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.792215515072241,121.03853782749123,10.992113584135254,,2000.0,2,concrete,residential,D,False,braced_frame,unknown,SAFE,SAFE
14.850886586590363,121.03787404514823,12.074580891244384,,1991.0,1,concrete,residential,D,False,braced_frame,deep,SAFE,SAFE
14.839439692539294,121.09415951254242,5.886084818330917,,1988.0,3,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.803779366812552,121.05589439297617,9.181783292969225,,1964.0,4,concrete,residential,C,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.841878503247385,121.07034325838723,8.459119387113015,,1982.0,1,mixed,residential,B,False,wood_frame,deep,SAFE,SAFE
14.787664153191255,121.11913784517378,2.3337805837377577,,1958.0,6,concrete,mixed,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.85035202766105,121.0517128998796,10.603527037335116,,1988.0,2,concrete,residential,F,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.807926312193102,121.04042067785497,10.880891679451675,,1955.0,3,concrete,residential,D,False,shear_wall,deep,SAFE,SAFE
14.791431849141144,121.07631871353601,6.925112179940163,,1994.0,1,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.800650143536544,121.13271040165183,0.9346901791647713,,2025.0,8,concrete,mixed,C,True,shear_wall,shallow,SAFE,SAFE
14.791740300825879,121.0870723141866,5.766928903061219,,1976.0,3,mixed,residential,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.783199275538959,121.04909147997297,9.678914328250094,,1988.0,1,concrete,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.81812759851387,121.11980248089796,2.8769851446483665,,1993.0,2,concrete,residential,B,False,moment_frame,mat,SAFE,SAFE
14.819311858006117,121.08172911504288,6.796878770779342,,1974.0,2,mixed,residential,E,False,unknown,deep,UNSAFE,UNSAFE
14.809983860319766,121.0878314716595,5.8723576086702245,,1989.0,4,wood,mixed,B,False,wood_frame,shallow,UNSAFE,UNSAFE
14.78775271931743,121.09020131313876,5.435051876402696,,1979.0,3,wood,industrial,B,False,unknown,unknown,UNSAFE,UNSAFE
14.826993531709762,121.05928017509737,9.358583959348877,,1968.0,3,wood,residential,F,False,unknown,deep,UNSAFE,UNSAFE
14.806640862530408,121.07833089787628,6.811165683914957,,2013.0,3,concrete,residential,D,False,braced_frame,mat,SAFE,SAFE
14.785745822535143,121.08720982896709,5.737599503068716,,1962.0,7,concrete,commercial,C,False,unknown,deep,RESTRICTED,RESTRICTED
14.813335126742594,121.11505655702238,3.2521823513348695,,1980.0,4,concrete,residential,A,False,shear_wall,shallow,SAFE,SAFE
14.84525386289133,121.0620512824289,9.401640774859077,,1962.0,1,wood,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.84097920722744,121.09926881588669,5.381515448890416,,1991.0,3,concrete,mixed,B,False,shear_wall,mat,SAFE,SAFE
14.788167985035965,121.12196361745586,2.034999889892603,,1966.0,1,wood,residential,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.81031966287476,121.1392440221726,0.6463826205838735,,1993.0,4,mixed,commercial,E,False,moment_frame,mat,UNSAFE,UNSAFE
14.812306384158823,121.02482903517719,12.60363574779817,,1974.0,2,mixed,residential,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.805903516594014,121.10054001372836,4.439544896714191,,1974.0,5,mixed,industrial,F,False,wood_frame,deep,UNSAFE,UNSAFE
14.812584451364554,121.11300723916419,3.4054946642765005,,1989.0,1,mixed,residential,E,False,unknown,deep,UNSAFE,UNSAFE
14.82616700462306,121.10421370000257,4.656655302364479,,,1,concrete,residential,E,False,braced_frame,mat,RESTRICTED,RESTRICTED
14.78476547408148,121.06209243818816,8.40026652452441,,,3,concrete,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.81146069806138,121.0219332943459,12.901897264343555,,1982.0,1,concrete,residential,D,True,moment_frame,deep,SAFE,SAFE
14.797039600279826,121.1042195975634,3.948615053187926,,1955.0,1,concrete,mixed,C,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.806904383457894,121.11464443372803,2.998266197446639,,,1,concrete,commercial,D,False,moment_frame,unknown,RESTRICTED,RESTRICTED
14.8379356801929,121.09118416462101,6.175756849812586,,2004.0,2,concrete,mixed,F,False,moment_frame,deep,UNSAFE,UNSAFE
14.830809947997023,121.07226133060222,8.13032769429246,,2017.0,7,concrete,commercial,E,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.807396002458974,121.06204580631766,8.56041436814109,,1968.0,3,mixed,residential,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.779725426182324,121.07501629712573,6.939278499835191,,2001.0,1,concrete,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.832810946707298,121.02876722065943,12.676910694727802,,1967.0,2,concrete,institutional,C,False,moment_frame,deep,SAFE,SAFE
14.832362081193274,121.10362503326027,4.781120071661082,,1993.0,1,concrete,residential,B,False,unknown,unknown,SAFE,SAFE
14.843655895375878,121.04285282225082,11.41607933596845,,,3,concrete,residential,C,False,shear_wall,mat,SAFE,SAFE
14.780073897037996,121.10526233885095,3.738532495875408,,1992.0,4,mixed,residential,E,False,moment_frame,mat,UNSAFE,UNSAFE
14.833521123850431,121.05423309813729,10.09161833464133,,1979.0,2,wood,residential,E,False,unknown,mat,UNSAFE,UNSAFE
14.836133299452067,121.08856319807349,6.431128307485934,,2005.0,3,mixed,residential,C,False,moment_frame,mat,SAFE,SAFE
14.827182798389474,121.14311297604542,0.5067384319773663,,1964.0,1,mixed,residential,A,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.828693747403538,121.05046044827786,10.316493794363463,,2023.0,3,concrete,residential,E,False,unknown,shallow,RESTRICTED,RESTRICTED
14.863057856029016,121.05914184604092,10.16737173739084,,2011.0,4,mixed,institutional,E,False,shear_wall,mat,RESTRICTED,RESTRICTED
14.834568870605072,121.06965563881397,8.445797063398215,,1981.0,3,concrete,residential,A,False,unknown,shallow,SAFE,SAFE
14.806602661788796,121.01967264456886,13.09388452504011,,2019.0,1,mixed,residential,F,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.827199160804646,121.13278110086965,1.6108724516530013,,1955.0,1,mixed,residential,D,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.79897369047189,121.12997646094138,1.1885020035725729,,1986.0,7,mixed,commercial,A,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.815399515903744,121.08889106853587,5.925828074786897,,2022.0,4,concrete,residential,C,True,unknown,mat,SAFE,SAFE
14.800139471684352,121.100529350173,4.360432752172366,,2021.0,2,mixed,residential,E,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.85683904379406,121.04901294339719,11.058297704986199,,1965.0,4,concrete,residential,E,False,unknown,unknown,UNSAFE,UNSAFE
14.812129017159812,121.08040132625914,6.70538686130462,,1955.0,3,mixed,mixed,A,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.830589190348324,121.04848466783831,10.586806751397935,,1959.0,7,wood,institutional,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.792661707740082,121.055003110003,9.219325102282955,,1990.0,4,concrete,industrial,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.807574925026682,121.09438968004174,5.125376839089247,,2023.0,7,concrete,commercial,C,False,unknown,shallow,RESTRICTED,RESTRICTED
14.847370587303395,121.04564730811838,11.181126934955287,,2007.0,8,concrete,mixed,B,False,moment_frame,shallow,SAFE,SAFE
14.84328197008543,121.03495525611757,12.254265312869824,,1989.0,2,wood,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.80562276290419,121.03195123238493,11.76755046842608,,1990.0,4,concrete,residential,E,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.808831097669952,121.0370311300731,11.254211860884812,,2005.0,4,concrete,residential,D,False,unknown,deep,SAFE,SAFE
14.844889391253579,121.03491123416562,12.281503749793927,,1963.0,3,concrete,residential,E,True,unknown,mat,RESTRICTED,RESTRICTED
14.854112381165589,121.05252181108098,10.615199723918282,,1986.0,4,mixed,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.778357113662588,121.10467867257391,3.7630418900707547,,2007.0,3,concrete,residential,D,True,unknown,shallow,SAFE,SAFE
14.821510930402235,121.07281824337814,7.782086580939339,,1973.0,2,wood,residential,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.834640920509491,121.08307787552074,7.004609346238166,,,1,concrete,residential,E,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.838725643926564,121.02922866829114,12.81886847357513,,1979.0,1,concrete,residential,A,False,shear_wall,shallow,SAFE,SAFE
14.809024805886532,121.07782565593797,6.906613110985121,,2019.0,2,concrete,mixed,D,False,moment_frame,shallow,SAFE,SAFE
14.84456852592415,121.06350304779649,9.234424884557772,,2019.0,4,concrete,mixed,B,True,shear_wall,deep,SAFE,SAFE
14.79890803055986,121.07191146955634,7.430332986132305,,2000.0,4,concrete,industrial,C,False,braced_frame,shallow,SAFE,SAFE
14.782441870039426,121.02934765416737,11.624414268799098,,2018.0,4,mixed,commercial,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.774013085328695,121.08746926114645,5.484857190697549,,2019.0,2,mixed,commercial,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.843310192452908,121.07452058812257,8.042651212620953,,1997.0,1,mixed,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.851755642295883,121.03608844707729,12.281753943046379,,2007.0,2,concrete,industrial,D,False,moment_frame,shallow,SAFE,SAFE
14.820213085929833,121.12587905239859,2.266618958054402,,,1,concrete,institutional,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.839701172075737,121.06896592299248,8.572200329674352,,1964.0,4,concrete,residential,D,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.841125261176295,121.05077180964444,10.535421181486937,,1973.0,1,concrete,residential,C,False,unknown,shallow,SAFE,SAFE
14.840923092111513,121.08353096461585,7.041282049053929,,2015.0,7,concrete,institutional,E,False,unknown,shallow,UNSAFE,UNSAFE
14.803451230036513,121.07828648538447,6.775540506998375,,1974.0,5,wood,institutional,B,False,wood_frame,deep,UNSAFE,UNSAFE
14.787817604677906,121.04569147013687,10.198074479887056,,,1,concrete,residential,D,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.78467294769267,121.02800491513422,11.85573389826234,,1959.0,3,concrete,mixed,E,False,shear_wall,shallow,UNSAFE,UNSAFE
14.848061652453461,121.03987025059295,11.806924121692736,,2016.0,3,wood,residential,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.86445535824863,121.06950035678246,9.050729246124002,,1957.0,4,wood,residential,A,False,unknown,deep,RESTRICTED,RESTRICTED
14.831443821811785,121.03480683847428,12.011500770900803,,2013.0,1,concrete,residential,C,False,unknown,mat,SAFE,SAFE
14.805902613526309,121.07616870519159,7.031135805376495,,,1,concrete,residential,E,False,unknown,unknown,UNSAFE,UNSAFE
14.831692161832583,121.04590506606831,10.889434127099188,,1988.0,1,wood,institutional,C,False,unknown,shallow,UNSAFE,UNSAFE
14.83940007101414,121.05497170146037,10.065087197731495,,1966.0,2,wood,residential,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.821385865311704,121.09179515855331,5.884276731973919,,2025.0,6,concrete,mixed,E,True,shear_wall,shallow,SAFE,SAFE
14.815043558222266,121.0964605836807,5.145656415911859,,2016.0,2,concrete,mixed,C,False,moment_frame,shallow,SAFE,SAFE
14.808424957078547,121.05113464363163,9.740310636844223,,1984.0,3,concrete,residential,E,False,braced_frame,unknown,RESTRICTED,RESTRICTED
14.805162833030424,121.09110504896141,5.426628513707313,,2015.0,3,concrete,commercial,C,False,shear_wall,shallow,SAFE,SAFE
14.818544784245704,121.05253038957719,9.788730981035059,,,3,concrete,residential,C,False,unknown,shallow,SAFE,SAFE
14.822678143935278,121.05837951207985,9.299948336643597,,1983.0,3,concrete,residential,F,False,braced_frame,shallow,UNSAFE,UNSAFE
14.773872035357233,121.10643118775296,3.5063726778094644,,1992.0,1,concrete,residential,D,False,shear_wall,mat,SAFE,SAFE
14.830733405716238,121.13535745356076,1.3605278837159946,,1984.0,4,wood,residential,D,False,braced_frame,shallow,UNSAFE,UNSAFE
14.814053715855442,121.07898704696724,6.905000286669683,,2022.0,1,mixed,residential,C,True,shear_wall,shallow,SAFE,SAFE
14.82480243421362,121.04515891693165,10.731731932808207,,2002.0,2,concrete,residential,B,False,shear_wall,mat,SAFE,SAFE
14.833990594382188,121.0425443408584,11.316532225230866,,1976.0,1,mixed,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.8088246003661,121.04407107526983,10.5007870800185,,2006.0,6,wood,commercial,D,False,unknown,deep,UNSAFE,UNSAFE
14.79879547838946,121.13081261347091,1.0971420594122876,,2018.0,1,mixed,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.79334759466541,121.06403838749745,8.247120759256303,,,4,concrete,residential,D,False,shear_wall,mat,SAFE,SAFE
14.787524675101224,121.09764581586481,4.634295260400924,,2019.0,2,concrete,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.828114668644593,121.03190107935283,12.204859938580434,,1991.0,1,wood,residential,D,False,wood_frame,mat,UNSAFE,UNSAFE
14.850930604777716,121.03278304141983,12.613813662068218,,1981.0,4,mixed,residential,C,False,shear_wall,unknown,SAFE,SAFE
14.806720607881699,121.02245395371092,12.796212662734819,,1953.0,2,wood,commercial,C,False,wood_frame,mat,UNSAFE,UNSAFE
14.860364502383888,121.05959932361186,10.088295568809363,,1952.0,1,wood,residential,B,False,unknown,shallow,RESTRICTED,RESTRICTED
14.846403801423644,121.09318137145061,6.170722619558283,,1987.0,1,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.815776606513808,121.08279551570045,6.563034981084499,,1988.0,4,concrete,residential,C,False,moment_frame,deep,SAFE,SAFE
14.824702608102857,121.06937002488779,8.251601329763009,,2004.0,3,concrete,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.79886294458255,121.03359079817075,11.545445146639118,,1956.0,2,wood,residential,F,False,wood_frame,unknown,UNSAFE,UNSAFE
14.825151302544775,121.13159103672005,1.7130282660158613,,2016.0,8,wood,mixed,E,True,wood_frame,deep,UNSAFE,UNSAFE
14.807446248518254,121.0642114157624,8.32972012203127,,2023.0,4,concrete,residential,D,False,shear_wall,mat,SAFE,SAFE
14.829445516314282,121.07388357886649,7.941270571743929,,,1,concrete,residential,E,False,unknown,shallow,UNSAFE,UNSAFE
14.799664283229287,121.06856898673138,7.79637139416526,,1963.0,1,wood,residential,F,True,wood_frame,shallow,UNSAFE,UNSAFE
14.823054379309646,121.07647634416675,7.471943242870126,,2026.0,3,concrete,residential,C,False,unknown,deep,SAFE,SAFE
14.831954758790788,121.07790651937454,7.539823473961544,,2014.0,3,concrete,residential,F,False,unknown,deep,RESTRICTED,RESTRICTED
14.79882667636312,121.09019898576915,5.466641223739112,,1963.0,2,mixed,commercial,A,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.80449870963292,121.06249304230822,8.47955349151738,,1999.0,2,concrete,industrial,C,False,moment_frame,shallow,SAFE,SAFE
14.783670520645465,121.0291544046933,11.69765071290922,,1952.0,2,mixed,residential,B,False,unknown,shallow,RESTRICTED,RESTRICTED
14.805528105735547,121.11260010739123,3.1653351362908166,,1997.0,1,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.822538715175988,121.04507403353557,10.674715083643397,,1996.0,1,concrete,commercial,E,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.792623874674446,121.11690543830586,2.554567403611066,,2004.0,3,concrete,commercial,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.8329538064236,121.09590771833723,5.614226774912377,,2008.0,3,concrete,residential,E,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.857939455543892,121.0687007998405,9.075477974996163,,1974.0,3,concrete,residential,C,False,moment_frame,deep,SAFE,SAFE
14.769996408031876,121.09129690180333,4.922997835242463,,1997.0,1,mixed,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.813040941488195,121.08250048087262,6.510712375207722,,1976.0,8,concrete,commercial,C,False,unknown,shallow,RESTRICTED,RESTRICTED
14.85351600137867,121.06049945883382,9.76860867599968,,2017.0,4,mixed,residential,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.82277445682751,121.06612175681909,8.509313994235763,,2006.0,2,mixed,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.783134031280467,121.05248325796235,9.338417326852758,,1990.0,3,wood,commercial,C,False,unknown,deep,RESTRICTED,RESTRICTED
14.816062613176463,121.11947707436224,2.86383877493882,,2025.0,4,concrete,residential,B,False,braced_frame,deep,SAFE,SAFE
14.825635577741519,121.0414984426078,11.135997024567596,,1953.0,3,mixed,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
