group_id,pool,label,src_class,path
24033,B,moderate,moderate,data/images/train/moderate/04115.jpg
24038,B,moderate,moderate,data/images/train/moderate/04120.jpg
24092,B,low,moderate,data/images/train/moderate/04174.jpg
24191,B,low,moderate,data/images/train/moderate/04273.jpg
24198,B,low,moderate,data/images/train/moderate/04280.jpg
24210,B,low,moderate,data/images/train/moderate/04292.jpg
24223,B,low,moderate,data/images/train/moderate/04305.jpg
24234,B,low,moderate,data/images/train/moderate/04316.jpg
24244,B,moderate,moderate,data/images/train/moderate/04326.jpg
24252,B,moderate,moderate,data/images/train/moderate/04334.jpg
24258,B,moderate,moderate,data/images/train/moderate/04340.jpg
24261,B,moderate,moderate,data/images/train/moderate/04343.jpg
24264,B,low,moderate,data/images/train/moderate/04346.jpg
24268,B,low,moderate,data/images/train/moderate/04350.jpg
24270,B,low,moderate,data/images/train/moderate/04352.jpg
24290,B,low,moderate,data/images/train/moderate/04372.jpg
24293,B,moderate,moderate,data/images/train/moderate/04375.jpg
24305,B,low,moderate,data/images/train/moderate/04387.jpg
24305,B,low,moderate,data/images/train/moderate/19804.jpg
24341,B,moderate,moderate,data/images/train/moderate/04423.jpg
24381,B,moderate,moderate,data/images/train/moderate/04463.jpg
24425,B,high,moderate,data/images/train/moderate/04507.jpg
24452,B,moderate,moderate,data/images/train/moderate/04534.jpg
24471,B,moderate,moderate,data/images/train/moderate/04553.jpg
24473,B,moderate,moderate,data/images/train/moderate/04555.jpg
24476,B,high,moderate,data/images/train/moderate/04558.jpg
24481,B,moderate,moderate,data/images/train/moderate/04563.jpg
24482,B,moderate,moderate,data/images/train/moderate/04564.jpg
24483,B,high,moderate,data/images/train/moderate/04565.jpg
24492,B,moderate,moderate,data/images/train/moderate/04574.jpg
24535,B,high,moderate,data/images/train/moderate/04617.jpg
24568,B,low,moderate,data/images/train/moderate/04650.jpg
24588,B,moderate,moderate,data/images/train/moderate/04670.jpg
24592,B,moderate,moderate,data/images/train/moderate/04674.jpg
24619,B,moderate,moderate,data/images/train/moderate/04701.jpg
24619,B,moderate,moderate,data/images/train/moderate/09795.jpg
24660,B,low,moderate,data/images/train/moderate/04742.jpg
24660,B,low,moderate,data/images/train/moderate/09842.jpg
24722,B,low,moderate,data/images/train/moderate/04804.jpg
24722,B,low,moderate,data/images/train/moderate/09976.jpg
24727,B,low,moderate,data/images/train/moderate/04809.jpg
24727,B,low,moderate,data/images/train/moderate/09981.jpg
24763,B,low,moderate,data/images/train/moderate/04845.jpg
24763,B,low,moderate,data/images/train/moderate/10024_1.jpg
24780,B,moderate,moderate,data/images/train/moderate/04862.jpg
24808,B,low,moderate,data/images/train/moderate/04890.jpg
24808,B,low,moderate,data/images/train/moderate/10068_1.jpg
24824,B,low,moderate,data/images/train/moderate/04906.jpg
24824,B,low,moderate,data/images/train/moderate/10084_1.jpg
24834,B,moderate,moderate,data/images/train/moderate/04916.jpg
24839,B,low,moderate,data/images/train/moderate/04921.jpg
24849,B,moderate,moderate,data/images/train/moderate/04931.jpg
24875,B,low,moderate,data/images/train/moderate/04957.jpg
24897,B,moderate,moderate,data/images/train/moderate/04979.jpg
24919,B,moderate,moderate,data/images/train/moderate/05001.jpg
24957,B,moderate,moderate,data/images/train/moderate/05039.jpg
24957,B,moderate,moderate,data/images/train/moderate/10107_1.jpg
24969,B,moderate,moderate,data/images/train/moderate/05051.jpg
24969,B,moderate,moderate,data/images/train/moderate/10119_1.jpg
24986,B,moderate,moderate,data/images/train/moderate/05068.jpg
24986,B,moderate,moderate,data/images/train/moderate/10135_1.jpg
25004,B,low,moderate,data/images/train/moderate/05086.jpg
25004,B,low,moderate,data/images/train/moderate/10154_1.jpg
25026,B,moderate,moderate,data/images/train/moderate/05108.jpg
25026,B,moderate,moderate,data/images/train/moderate/10174_1.jpg
25057,B,high,moderate,data/images/train/moderate/05139.jpg
25057,B,high,moderate,data/images/train/moderate/10269_1.jpg
25058,B,high,moderate,data/images/train/moderate/05140.jpg
25058,B,high,moderate,data/images/train/moderate/10270_1.jpg
25062,B,moderate,moderate,data/images/train/moderate/05144.jpg
25062,B,moderate,moderate,data/images/train/moderate/10274_1.jpg
25066,B,moderate,moderate,data/images/train/moderate/05148.jpg
25066,B,moderate,moderate,data/images/train/moderate/10278_1.jpg
25074,B,high,moderate,data/images/train/moderate/05156.jpg
25087,B,high,moderate,data/images/train/moderate/05169.jpg
25087,B,high,moderate,data/images/train/moderate/10298_1.jpg
25099,B,moderate,moderate,data/images/train/moderate/05181.jpg
25099,B,moderate,moderate,data/images/train/moderate/10311_1.jpg
25102,B,moderate,moderate,data/images/train/moderate/05184.jpg
25102,B,moderate,moderate,data/images/train/moderate/10314_1.jpg
25198,B,moderate,moderate,data/images/train/moderate/05280.jpg
25229,B,low,moderate,data/images/train/moderate/05311.jpg
25232,B,low,moderate,data/images/train/moderate/05314.jpg
25263,B,low,moderate,data/images/train/moderate/05345.jpg
25297,B,low,moderate,data/images/train/moderate/05379.jpg
25328,B,low,moderate,data/images/train/moderate/05410.jpg
25332,B,moderate,moderate,data/images/train/moderate/05414.jpg
25344,B,low,moderate,data/images/train/moderate/05426.jpg
25361,B,low,moderate,data/images/train/moderate/05443.jpg
25383,B,low,moderate,data/images/train/moderate/05465.jpg
25410,B,low,moderate,data/images/train/moderate/05492.jpg
25433,B,low,moderate,data/images/train/moderate/05515.jpg
25458,B,low,moderate,data/images/train/moderate/05540.jpg
25478,B,low,moderate,data/images/train/moderate/05560.jpg
25492,B,low,moderate,data/images/train/moderate/05579.jpg
25493,B,moderate,moderate,data/images/train/moderate/05584.jpg
25536,B,moderate,moderate,data/images/train/moderate/05639.jpg
25536,B,moderate,moderate,data/images/train/moderate/09925.jpg
25554,B,low,moderate,data/images/train/moderate/05657.jpg
25554,B,low,moderate,data/images/train/moderate/09943.jpg
25582,B,moderate,moderate,data/images/train/moderate/05752.jpg
25637,B,moderate,moderate,data/images/train/moderate/05933.jpg
25647,B,moderate,moderate,data/images/train/moderate/05946.jpg
25672,B,low,moderate,data/images/train/moderate/05971.jpg
25672,B,low,moderate,data/images/train/moderate/10214_1.jpg
25713,B,low,moderate,data/images/train/moderate/06149.jpg
25723,B,moderate,moderate,data/images/train/moderate/06189.jpg
25739,B,moderate,moderate,data/images/train/moderate/06213.jpg
25781,B,high,moderate,data/images/train/moderate/06316.jpg
25800,B,moderate,moderate,data/images/train/moderate/06335.jpg
25844,B,high,moderate,data/images/train/moderate/06425.jpg
25849,B,low,moderate,data/images/train/moderate/06433.jpg
25866,B,low,moderate,data/images/train/moderate/06470.jpg
25886,B,moderate,moderate,data/images/train/moderate/06508.jpg
25893,B,moderate,moderate,data/images/train/moderate/06518.jpg
25896,B,moderate,moderate,data/images/train/moderate/06521.jpg
25968,B,moderate,moderate,data/images/train/moderate/06615.jpg
25973,B,moderate,moderate,data/images/train/moderate/06621.jpg
25984,B,moderate,moderate,data/images/train/moderate/06637.jpg
26037,B,moderate,moderate,data/images/train/moderate/06695.jpg
26045,B,low,moderate,data/images/train/moderate/06703.jpg
26120,B,moderate,moderate,data/images/train/moderate/06853.jpg
26128,B,low,moderate,data/images/train/moderate/06861.jpg
26130,B,low,moderate,data/images/train/moderate/06863.jpg
26135,B,moderate,moderate,data/images/train/moderate/06868.jpg
26143,B,low,moderate,data/images/train/moderate/06888.jpg
26146,B,moderate,moderate,data/images/train/moderate/06892.jpg
26171,B,moderate,moderate,data/images/train/moderate/06940.jpg
26186,B,moderate,moderate,data/images/train/moderate/06955.jpg
26210,B,high,moderate,data/images/train/moderate/06980.jpg
26223,B,low,moderate,data/images/train/moderate/06994.jpg
26230,B,low,moderate,data/images/train/moderate/07001.jpg
26315,B,low,moderate,data/images/train/moderate/07102.jpg
26401,B,high,moderate,data/images/train/moderate/07218.jpg
26403,B,moderate,moderate,data/images/train/moderate/07220.jpg
26447,B,moderate,moderate,data/images/train/moderate/07268.jpg
26456,B,low,moderate,data/images/train/moderate/07277.jpg
26462,B,moderate,moderate,data/images/train/moderate/07283.jpg
26467,B,low,moderate,data/images/train/moderate/07288.jpg
26489,B,moderate,moderate,data/images/train/moderate/07347.jpg
26491,B,moderate,moderate,data/images/train/moderate/07349.jpg
26511,B,moderate,moderate,data/images/train/moderate/07399.jpg
26515,B,moderate,moderate,data/images/train/moderate/07406.jpg
26515,B,moderate,moderate,data/images/train/moderate/10457_1.jpg
26534,B,low,moderate,data/images/train/moderate/07425.jpg
26534,B,low,moderate,data/images/train/moderate/10473_1.jpg
26572,B,moderate,moderate,data/images/train/moderate/07514.jpg
26577,B,moderate,moderate,data/images/train/moderate/07523.jpg
26588,B,moderate,moderate,data/images/train/moderate/07534.jpg
26610,B,low,moderate,data/images/train/moderate/07607.jpg
26654,B,moderate,moderate,data/images/train/moderate/07703.jpg
26664,B,moderate,moderate,data/images/train/moderate/07713.jpg
26674,B,low,moderate,data/images/train/moderate/07727.jpg
26709,B,low,moderate,data/images/train/moderate/07777.jpg
26787,B,moderate,moderate,data/images/train/moderate/07859.jpg
26792,B,low,moderate,data/images/train/moderate/07864.jpg
26792,B,low,moderate,data/images/train/moderate/18494_1.jpg
26807,B,moderate,moderate,data/images/train/moderate/07879.jpg
26831,B,low,moderate,data/images/train/moderate/07908.jpg
26835,B,moderate,moderate,data/images/train/moderate/07912.jpg
26843,B,moderate,moderate,data/images/train/moderate/07920.jpg
26849,B,moderate,moderate,data/images/train/moderate/07927.jpg
26851,B,moderate,moderate,data/images/train/moderate/07930.jpg
26858,B,low,moderate,data/images/train/moderate/07937.jpg
26926,B,moderate,moderate,data/images/train/moderate/08011.jpg
26938,B,moderate,moderate,data/images/train/moderate/08024.jpg
26960,B,moderate,moderate,data/images/train/moderate/08046.jpg
26962,B,moderate,moderate,data/images/train/moderate/08048.jpg
26981,B,high,moderate,data/images/train/moderate/08073.jpg
26985,B,high,moderate,data/images/train/moderate/08092.jpg
27038,B,low,moderate,data/images/train/moderate/08152.jpg
27042,B,low,moderate,data/images/train/moderate/08156.jpg
27063,B,low,moderate,data/images/train/moderate/08177.jpg
27063,B,low,moderate,data/images/train/moderate/15158_1.jpg
27068,B,low,moderate,data/images/train/moderate/08182.jpg
27096,B,low,moderate,data/images/train/moderate/08210.jpg
27098,B,low,moderate,data/images/train/moderate/08212.jpg
27157,B,moderate,moderate,data/images/train/moderate/08311.jpg
27158,B,moderate,moderate,data/images/train/moderate/08313.jpg
27163,B,low,moderate,data/images/train/moderate/08321.jpg
27179,B,moderate,moderate,data/images/train/moderate/08385.jpg
27269,B,moderate,moderate,data/images/train/moderate/08548.jpg
27278,B,moderate,moderate,data/images/train/moderate/08557.jpg
27316,B,moderate,moderate,data/images/train/moderate/08634.jpg
27347,B,moderate,moderate,data/images/train/moderate/08695.jpg
27352,B,moderate,moderate,data/images/train/moderate/08700.jpg
27373,B,moderate,moderate,data/images/train/moderate/08741.jpg
27380,B,high,moderate,data/images/train/moderate/08758.jpg
27410,B,high,moderate,data/images/train/moderate/08863.jpg
27427,B,moderate,moderate,data/images/train/moderate/08891.jpg
27436,B,moderate,moderate,data/images/train/moderate/08906.jpg
27436,B,moderate,moderate,data/images/train/moderate/10525_1.jpg
27446,B,moderate,moderate,data/images/train/moderate/08916.jpg
27446,B,moderate,moderate,data/images/train/moderate/10535_1.jpg
27460,B,high,moderate,data/images/train/moderate/08930.jpg
27492,B,moderate,moderate,data/images/train/moderate/09036.jpg
27498,B,low,moderate,data/images/train/moderate/09045.jpg
27537,B,moderate,moderate,data/images/train/moderate/09147.jpg
27570,B,high,moderate,data/images/train/moderate/09256.jpg
27587,B,low,moderate,data/images/train/moderate/09304.jpg
27587,B,low,moderate,data/images/train/moderate/10553_1.jpg
27630,B,moderate,moderate,data/images/train/moderate/09348.jpg
27663,B,low,moderate,data/images/train/moderate/09400.jpg
27668,B,moderate,moderate,data/images/train/moderate/09405.jpg
27671,B,moderate,moderate,data/images/train/moderate/09408.jpg
27703,B,low,moderate,data/images/train/moderate/09441.jpg
27706,B,low,moderate,data/images/train/moderate/09444.jpg
27730,B,moderate,moderate,data/images/train/moderate/09469.jpg
27805,B,low,moderate,data/images/train/moderate/09560.jpg
27872,B,low,moderate,data/images/train/moderate/09628.jpg
27875,B,high,moderate,data/images/train/moderate/09631.jpg
27881,B,low,moderate,data/images/train/moderate/09637.jpg
27892,B,low,moderate,data/images/train/moderate/09648.jpg
27923,B,moderate,moderate,data/images/train/moderate/09679.jpg
27924,B,low,moderate,data/images/train/moderate/09680.jpg
28004,B,moderate,moderate,data/images/train/moderate/09760.jpg
28018,B,moderate,moderate,data/images/train/moderate/09774.jpg
28098,B,low,moderate,data/images/train/moderate/09908.jpg
28120,B,low,moderate,data/images/train/moderate/09951.jpg
28157,B,moderate,moderate,data/images/train/moderate/10021_1.jpg
28198,B,moderate,moderate,data/images/train/moderate/10202_1.jpg
28198,B,moderate,moderate,data/images/train/moderate/19906.jpg
28199,B,high,moderate,data/images/train/moderate/10204_1.jpg
28199,B,high,moderate,data/images/train/moderate/16607_1.jpg
28207,B,low,moderate,data/images/train/moderate/10224_1.jpg
28227,B,low,moderate,data/images/train/moderate/10249_1.jpg
28227,B,low,moderate,data/images/train/moderate/10723_1.jpg
28236,B,moderate,moderate,data/images/train/moderate/10258_1.jpg
28236,B,moderate,moderate,data/images/train/moderate/10732_1.jpg
28239,B,moderate,moderate,data/images/train/moderate/10261_1.jpg
28239,B,moderate,moderate,data/images/train/moderate/10735_1.jpg
28265,B,low,moderate,data/images/train/moderate/10386_1.jpg
28267,B,low,moderate,data/images/train/moderate/10392_1.jpg
28294,B,low,moderate,data/images/train/moderate/10440_1.jpg
28294,B,low,moderate,data/images/train/moderate/10585_1.jpg
28298,B,low,moderate,data/images/train/moderate/10444_1.jpg
28342,B,low,moderate,data/images/train/moderate/10599_1.jpg
28364,B,low,moderate,data/images/train/moderate/10622_1.jpg
28398,B,moderate,moderate,data/images/train/moderate/10699_1.jpg
28437,B,moderate,moderate,data/images/train/moderate/10769_1.jpg
28484,B,high,moderate,data/images/train/moderate/10816_1.jpg
28484,B,high,moderate,data/images/train/moderate/11463_1.jpg
28564,B,high,moderate,data/images/train/moderate/10896_1.jpg
28585,B,moderate,moderate,data/images/train/moderate/10918_1.jpg
28588,B,low,moderate,data/images/train/moderate/10921_1.jpg
28588,B,low,moderate,data/images/train/moderate/12160_1.jpg
28608,B,moderate,moderate,data/images/train/moderate/10941_1.jpg
28620,B,moderate,moderate,data/images/train/moderate/10953_1.jpg
28646,B,low,moderate,data/images/train/moderate/10979_1.jpg
28646,B,low,moderate,data/images/train/moderate/12890_1.jpg
28670,B,high,moderate,data/images/train/moderate/11003_1.jpg
28670,B,high,moderate,data/images/train/moderate/12914_1.jpg
28704,B,moderate,moderate,data/images/train/moderate/11039_1.jpg
28705,B,moderate,moderate,data/images/train/moderate/11040_1.jpg
28716,B,high,moderate,data/images/train/moderate/11051_1.jpg
28727,B,low,moderate,data/images/train/moderate/11062_1.jpg
28740,B,high,moderate,data/images/train/moderate/11078_1.jpg
28749,B,high,moderate,data/images/train/moderate/11087_1.jpg
28753,B,moderate,moderate,data/images/train/moderate/11091_1.jpg
28753,B,moderate,moderate,data/images/train/moderate/12950_1.jpg
28754,B,high,moderate,data/images/train/moderate/11092_1.jpg
28754,B,high,moderate,data/images/train/moderate/12951_1.jpg
28756,B,moderate,moderate,data/images/train/moderate/11094_1.jpg
28756,B,moderate,moderate,data/images/train/moderate/12952_1.jpg
28775,B,moderate,moderate,data/images/train/moderate/11113_1.jpg
28802,B,moderate,moderate,data/images/train/moderate/11140_1.jpg
28802,B,moderate,moderate,data/images/train/moderate/12998_1.jpg
28819,B,moderate,moderate,data/images/train/moderate/11157_1.jpg
28847,B,high,moderate,data/images/train/moderate/11185_1.jpg
28854,B,high,moderate,data/images/train/moderate/11192_1.jpg
28854,B,high,moderate,data/images/train/moderate/13051_1.jpg
28857,B,moderate,moderate,data/images/train/moderate/11195_1.jpg
28857,B,moderate,moderate,data/images/train/moderate/13080_1.jpg
28896,B,moderate,moderate,data/images/train/moderate/11234_1.jpg
28896,B,moderate,moderate,data/images/train/moderate/13121_1.jpg
28926,B,moderate,moderate,data/images/train/moderate/11264_1.jpg
28935,B,moderate,moderate,data/images/train/moderate/11273_1.jpg
28935,B,moderate,moderate,data/images/train/moderate/13165_1.jpg
28957,B,moderate,moderate,data/images/train/moderate/11295_1.jpg
28957,B,moderate,moderate,data/images/train/moderate/13189_1.jpg
28963,B,moderate,moderate,data/images/train/moderate/11301_1.jpg
28963,B,moderate,moderate,data/images/train/moderate/13195_1.jpg
28971,B,low,moderate,data/images/train/moderate/11309_1.jpg
28983,B,moderate,moderate,data/images/train/moderate/11321_1.jpg
28994,B,moderate,moderate,data/images/train/moderate/11332_1.jpg
28994,B,moderate,moderate,data/images/train/moderate/13225_1.jpg
29002,B,high,moderate,data/images/train/moderate/11340_1.jpg
29002,B,high,moderate,data/images/train/moderate/13234_1.jpg
29005,B,high,moderate,data/images/train/moderate/11343_1.jpg
29005,B,high,moderate,data/images/train/moderate/13239_1.jpg
29005,B,high,moderate,data/images/train/moderate/19872.jpg
29024,B,low,moderate,data/images/train/moderate/11362_1.jpg
29044,B,moderate,moderate,data/images/train/moderate/11382_1.jpg
29044,B,moderate,moderate,data/images/train/moderate/13287_1.jpg
29092,B,high,moderate,data/images/train/moderate/11431_1.jpg
29092,B,high,moderate,data/images/train/moderate/13340_1.jpg
29108,B,low,moderate,data/images/train/moderate/11447_1.jpg
29108,B,low,moderate,data/images/train/moderate/13354_1.jpg
29114,B,moderate,moderate,data/images/train/moderate/11453_1.jpg
29116,B,low,moderate,data/images/train/moderate/11455_1.jpg
29116,B,low,moderate,data/images/train/moderate/13362_1.jpg
29143,B,moderate,moderate,data/images/train/moderate/11508_1.jpg
29143,B,moderate,moderate,data/images/train/moderate/13378_1.jpg
29179,B,high,moderate,data/images/train/moderate/11545_1.jpg
29179,B,high,moderate,data/images/train/moderate/13413_1.jpg
29211,B,moderate,moderate,data/images/train/moderate/11577_1.jpg
29214,B,moderate,moderate,data/images/train/moderate/11580_1.jpg
29243,B,high,moderate,data/images/train/moderate/11609_1.jpg
29243,B,high,moderate,data/images/train/moderate/13509_1.jpg
29252,B,high,moderate,data/images/train/moderate/11618_1.jpg
29252,B,high,moderate,data/images/train/moderate/13517_1.jpg
29274,B,moderate,moderate,data/images/train/moderate/11641_1.jpg
29350,B,low,moderate,data/images/train/moderate/11717_1.jpg
29350,B,low,moderate,data/images/train/moderate/13689_1.jpg
29359,B,low,moderate,data/images/train/moderate/11727_1.jpg
29359,B,low,moderate,data/images/train/moderate/13698_1.jpg
29365,B,low,moderate,data/images/train/moderate/11733_1.jpg
29365,B,low,moderate,data/images/train/moderate/13704_1.jpg
29378,B,moderate,moderate,data/images/train/moderate/11746_1.jpg
29404,B,low,moderate,data/images/train/moderate/11772_1.jpg
29408,B,low,moderate,data/images/train/moderate/11776_1.jpg
29421,B,low,moderate,data/images/train/moderate/11789_1.jpg
29421,B,low,moderate,data/images/train/moderate/13763_1.jpg
29431,B,moderate,moderate,data/images/train/moderate/11802_1.jpg
29462,B,low,moderate,data/images/train/moderate/11841_1.jpg
29462,B,low,moderate,data/images/train/moderate/13772_1.jpg
29479,B,moderate,moderate,data/images/train/moderate/11858_1.jpg
29481,B,low,moderate,data/images/train/moderate/11860_1.jpg
29481,B,low,moderate,data/images/train/moderate/13790_1.jpg
29490,B,moderate,moderate,data/images/train/moderate/11869_1.jpg
29496,B,low,moderate,data/images/train/moderate/11875_1.jpg
29557,B,low,moderate,data/images/train/moderate/11937_1.jpg
29557,B,low,moderate,data/images/train/moderate/14207_1.jpg
29560,B,moderate,moderate,data/images/train/moderate/11940_1.jpg
29560,B,moderate,moderate,data/images/train/moderate/14210_1.jpg
29573,B,moderate,moderate,data/images/train/moderate/11953_1.jpg
29593,B,low,moderate,data/images/train/moderate/11973_1.jpg
29659,B,low,moderate,data/images/train/moderate/12039_1.jpg
29668,B,moderate,moderate,data/images/train/moderate/12048_1.jpg
29668,B,moderate,moderate,data/images/train/moderate/13966_1.jpg
29682,B,moderate,moderate,data/images/train/moderate/12062_1.jpg
29682,B,moderate,moderate,data/images/train/moderate/13980_1.jpg
29690,B,moderate,moderate,data/images/train/moderate/12070_1.jpg
29690,B,moderate,moderate,data/images/train/moderate/13989_1.jpg
29693,B,high,moderate,data/images/train/moderate/12073_1.jpg
29693,B,high,moderate,data/images/train/moderate/13992_1.jpg
29732,B,moderate,moderate,data/images/train/moderate/12112_1.jpg
29782,B,low,moderate,data/images/train/moderate/12180_1.jpg
29810,B,moderate,moderate,data/images/train/moderate/12208_1.jpg
29810,B,moderate,moderate,data/images/train/moderate/14085_1.jpg
29828,B,low,moderate,data/images/train/moderate/12226_1.jpg
29828,B,low,moderate,data/images/train/moderate/17100_1.jpg
29851,B,moderate,moderate,data/images/train/moderate/12249_1.jpg
29857,B,low,moderate,data/images/train/moderate/12256_1.jpg
29857,B,low,moderate,data/images/train/moderate/14132_1.jpg
29858,B,moderate,moderate,data/images/train/moderate/12257_1.jpg
29858,B,moderate,moderate,data/images/train/moderate/14133_1.jpg
29896,B,moderate,moderate,data/images/train/moderate/12295_1.jpg
29899,B,moderate,moderate,data/images/train/moderate/12298_1.jpg
29934,B,low,moderate,data/images/train/moderate/12334_1.jpg
29940,B,moderate,moderate,data/images/train/moderate/12340_1.jpg
29940,B,moderate,moderate,data/images/train/moderate/14587_1.jpg
30003,B,moderate,moderate,data/images/train/moderate/12403_1.jpg
30003,B,moderate,moderate,data/images/train/moderate/14291_1.jpg
30052,B,moderate,moderate,data/images/train/moderate/12452_1.jpg
30052,B,moderate,moderate,data/images/train/moderate/14434_1.jpg
30064,B,low,moderate,data/images/train/moderate/12464_1.jpg
30064,B,low,moderate,data/images/train/moderate/14447_1.jpg
30066,B,moderate,moderate,data/images/train/moderate/12466_1.jpg
30066,B,moderate,moderate,data/images/train/moderate/14449_1.jpg
30087,B,low,moderate,data/images/train/moderate/12487_1.jpg
30087,B,low,moderate,data/images/train/moderate/14474_1.jpg
30096,B,low,moderate,data/images/train/moderate/12496_1.jpg
30128,B,moderate,moderate,data/images/train/moderate/12528_1.jpg
30128,B,moderate,moderate,data/images/train/moderate/14575_1.jpg
30163,B,high,moderate,data/images/train/moderate/12573_1.jpg
30199,B,moderate,moderate,data/images/train/moderate/12615_1.jpg
30218,B,low,moderate,data/images/train/moderate/12635_1.jpg
30218,B,low,moderate,data/images/train/moderate/14670_1.jpg
30237,B,low,moderate,data/images/train/moderate/12654_1.jpg
30237,B,low,moderate,data/images/train/moderate/14689_1.jpg
30258,B,low,moderate,data/images/train/moderate/12675_1.jpg
30289,B,low,moderate,data/images/train/moderate/12706_1.jpg
30289,B,low,moderate,data/images/train/moderate/14742_1.jpg
30310,B,low,moderate,data/images/train/moderate/12727_1.jpg
30310,B,low,moderate,data/images/train/moderate/14765_1.jpg
30311,B,low,moderate,data/images/train/moderate/12728_1.jpg
30322,B,moderate,moderate,data/images/train/moderate/12740_1.jpg
30334,B,moderate,moderate,data/images/train/moderate/12752_1.jpg
30357,B,moderate,moderate,data/images/train/moderate/12775_1.jpg
30387,B,low,moderate,data/images/train/moderate/12805_1.jpg
30387,B,low,moderate,data/images/train/moderate/14848_1.jpg
30395,B,moderate,moderate,data/images/train/moderate/12813_1.jpg
30395,B,moderate,moderate,data/images/train/moderate/14857_1.jpg
30404,B,low,moderate,data/images/train/moderate/12822_1.jpg
30420,B,low,moderate,data/images/train/moderate/12839_1.jpg
30429,B,low,moderate,data/images/train/moderate/12848_1.jpg
30429,B,low,moderate,data/images/train/moderate/14899_1.jpg
30451,B,low,moderate,data/images/train/moderate/12870_1.jpg
30451,B,low,moderate,data/images/train/moderate/14920_1.jpg
30494,B,high,moderate,data/images/train/moderate/12939_1.jpg
30506,B,high,moderate,data/images/train/moderate/12956_1.jpg
30506,B,high,moderate,data/images/train/moderate/19839.jpg
30536,B,high,moderate,data/images/train/moderate/13027_1.jpg
30566,B,high,moderate,data/images/train/moderate/13084_1.jpg
30603,B,high,moderate,data/images/train/moderate/13139_1.jpg
30625,B,moderate,moderate,data/images/train/moderate/13193_1.jpg
30633,B,moderate,moderate,data/images/train/moderate/13226_1.jpg
30645,B,low,moderate,data/images/train/moderate/13253_1.jpg
30657,B,moderate,moderate,data/images/train/moderate/13268_1.jpg
30689,B,moderate,moderate,data/images/train/moderate/13351_1.jpg
30713,B,moderate,moderate,data/images/train/moderate/13392_1.jpg
30715,B,moderate,moderate,data/images/train/moderate/13395_1.jpg
30728,B,moderate,moderate,data/images/train/moderate/13411_1.jpg
30732,B,moderate,moderate,data/images/train/moderate/13422_1.jpg
30753,B,moderate,moderate,data/images/train/moderate/13446_1.jpg
30763,B,moderate,moderate,data/images/train/moderate/13466_1.jpg
30787,B,low,moderate,data/images/train/moderate/13491_1.jpg
30795,B,moderate,moderate,data/images/train/moderate/13499_1.jpg
30801,B,moderate,moderate,data/images/train/moderate/13520_1.jpg
30801,B,moderate,moderate,data/images/train/moderate/16876_1.jpg
30813,B,low,moderate,data/images/train/moderate/13541_1.jpg
30845,B,moderate,moderate,data/images/train/moderate/13573_1.jpg
30846,B,high,moderate,data/images/train/moderate/13574_1.jpg
30861,B,moderate,moderate,data/images/train/moderate/13589_1.jpg
30879,B,low,moderate,data/images/train/moderate/13607_1.jpg
30891,B,moderate,moderate,data/images/train/moderate/13619_1.jpg
30894,B,low,moderate,data/images/train/moderate/13622_1.jpg
30899,B,low,moderate,data/images/train/moderate/13627_1.jpg
30906,B,moderate,moderate,data/images/train/moderate/13634_1.jpg
30923,B,low,moderate,data/images/train/moderate/13652_1.jpg
30942,B,moderate,moderate,data/images/train/moderate/13675_1.jpg
30951,B,low,moderate,data/images/train/moderate/13723_1.jpg
30981,B,low,moderate,data/images/train/moderate/13761_1.jpg
30988,B,low,moderate,data/images/train/moderate/13771_1.jpg
31006,B,low,moderate,data/images/train/moderate/13809_1.jpg
31016,B,moderate,moderate,data/images/train/moderate/13823_1.jpg
31052,B,low,moderate,data/images/train/moderate/13890_1.jpg
31064,B,moderate,moderate,data/images/train/moderate/13903_1.jpg
31068,B,moderate,moderate,data/images/train/moderate/13907_1.jpg
31088,B,moderate,moderate,data/images/train/moderate/13933_1.jpg
31093,B,moderate,moderate,data/images/train/moderate/13938_1.jpg
31118,B,moderate,moderate,data/images/train/moderate/13982_1.jpg
31135,B,moderate,moderate,data/images/train/moderate/14013_1.jpg
31172,B,low,moderate,data/images/train/moderate/14075_1.jpg
31182,B,moderate,moderate,data/images/train/moderate/14108_1.jpg
31193,B,low,moderate,data/images/train/moderate/14121_1.jpg
31221,B,moderate,moderate,data/images/train/moderate/14199_1.jpg
31240,B,moderate,moderate,data/images/train/moderate/14242_1.jpg
31328,B,low,moderate,data/images/train/moderate/14386_1.jpg
31331,B,low,moderate,data/images/train/moderate/14389_1.jpg
31342,B,moderate,moderate,data/images/train/moderate/14400_1.jpg
31342,B,moderate,moderate,data/images/train/moderate/18595_1.jpg
31357,B,low,moderate,data/images/train/moderate/14415_1.jpg
31408,B,moderate,moderate,data/images/train/moderate/14511_1.jpg
31409,B,low,moderate,data/images/train/moderate/14512_1.jpg
31417,B,low,moderate,data/images/train/moderate/14520_1.jpg
31445,B,low,moderate,data/images/train/moderate/14548_1.jpg
31462,B,moderate,moderate,data/images/train/moderate/14606_1.jpg
31480,B,low,moderate,data/images/train/moderate/14663_1.jpg
31516,B,low,moderate,data/images/train/moderate/14754_1.jpg
31516,B,low,moderate,data/images/train/moderate/19873.jpg
31531,B,low,moderate,data/images/train/moderate/14780_1.jpg
31599,B,low,moderate,data/images/train/moderate/14885_1.jpg
